Amount,AuditTrial,ClearingSystem,Currency,CustomerSegment,Description,ExchangeRate,Fee,FromAccountID,MerchantName,PaymentDate,PaymentID,PaymentType,ToAccountID
175858.46,Occur magazine data water adult against job time.,RTGS,GBP,Retail,Every message world.,0.9,66.59,6368350708644,Robertson-Arias,2024-05-20,5611799497,Credit,5604050943644
196580.56,That account card pressure popular true voice across commercial take citizen.,ACH,USD,Corporate,Share office compare for claim top.,1.34,34.84,8276491434234,Harris-Smith,2024-03-23,5434598067,Online Transfer,1333696982830
28060.25,Answer senior center speak everything along debate result shoulder federal each Mrs.,SWIFT,GBP,Retail,Economy event reason water.,0.77,64.24,2081374172842,"Smith, Palmer and Wright",2024-01-23,3511602343,Cash,5584886900659
2214.52,Cover take they peace if commercial black final.,RTGS,GBP,Corporate,Suggest federal soldier scene six how.,1.42,67.7,7575006312652,Wiley-Daniels,2024-07-14,4999754450,Credit,6480825609860
3312.66,General rule side sing such through receive test the little ask walk stay.,RTGS,USD,Corporate,Among identify performance investment.,1.43,53.49,5692398317048,Luna-Greer,2024-06-15,1580236775,Online Transfer,9013201353289
91151.38,Billion argue expert owner enter shoulder age international generation test ahead.,SWIFT,GBP,Corporate,Wide town sea oil less far.,1.27,51.47,7894089044729,Chavez PLC,2024-05-20,9390877654,Cash,9559441837051
68479.22,Inside small cause wall leave attention race me section decade discover.,RTGS,GBP,Corporate,Number produce these science reality.,1.35,22.9,5664457774579,Moore Group,2024-04-14,7663002346,Online Transfer,6750895224747
33503.57,Director keep understand population positive then democratic personal spring say when church.,RTGS,EUR,Retail,Film father look American sort recently.,0.61,14.34,1739925344875,"Morris, Anthony and Cox",2024-02-16,9156800018,Credit,8499286515257
35129.48,First talk president much pressure face.,ACH,EUR,Retail,Character cup ability statement research.,0.57,27.81,9357217051791,"Hill, Delgado and Stevens",2024-01-10,8864592379,Credit,5991197939942
60735.8,Fund young decade dog which state scientist offer hotel either eight those.,RTGS,USD,Corporate,Garden live decade.,0.59,45.05,7949178815503,Lewis Inc,2024-01-12,6987629248,Credit,6578374233206
88805.79,Than two federal account likely any interview prove option such friend dinner.,SWIFT,EUR,Retail,Garden specific happen cause.,1.37,81.27,4606750463504,Porter-Rowe,2024-07-19,6199309091,Online Transfer,4995814004999
199894.72,Yes Democrat hard foot a decision rather travel which ask cause month.,ACH,USD,Corporate,Democrat ball star after life fact.,0.98,98.32,9017213075068,Knight PLC,2024-04-21,2646692508,Credit,2433239715801
54152.44,Able admit rise anything return candidate moment factor tell already.,RTGS,GBP,Retail,Interesting piece take.,0.99,6.53,1233587929792,"Gilbert, Roth and Franco",2024-03-16,5647398637,Credit,1418490573141
11209.24,Scientist ask benefit Mrs moment behind these.,ACH,GBP,Retail,Campaign notice air.,0.66,91.45,3813140405867,Sanchez LLC,2024-02-15,1804635823,Online Transfer,3306765689807
199617.27,Statement down say blood every low like billion husband back visit.,ACH,EUR,Retail,Story indeed big.,0.76,65.09,7510185781342,Case-Ball,2024-04-15,6253731932,Credit,1394967769003
58581.41,Several provide dark necessary organization much politics reach heart word participant window week wish.,SWIFT,EUR,Corporate,Party view case.,0.85,59.24,4825335901893,"Holmes, Sullivan and Walter",2024-05-24,6301704038,Online Transfer,9637673238553
142960.21,Continue general fine mission imagine test accept party sit early lot maintain.,ACH,USD,Corporate,Bag student allow special.,0.52,26.53,3060355653874,Jones-Neal,2024-05-02,2934023044,Credit,6160562522280
80388.73,Push determine sound mention suddenly market.,SWIFT,USD,Corporate,Support front professional issue spring number.,1.5,16.78,9568819150901,"Woods, Barrera and Vargas",2024-05-05,4180463803,Credit,5390788681818
166279.45,By scene weight agree center public front history animal.,ACH,EUR,Corporate,Keep ground blue those.,0.61,97.59,8536297208134,Vega-Newman,2024-07-02,2479521776,Cash,2983906927975
45677.93,Technology finally usually hand pretty remember.,SWIFT,GBP,Retail,Theory for deep only current.,0.78,23.98,1613235047711,"Love, Johnson and Meadows",2024-02-18,8979526944,Online Transfer,9155398449198
3789.33,Strong life space nation turn western good require stage Mrs defense.,ACH,GBP,Corporate,Girl price tonight nothing some.,1.26,49.85,2855498037328,Cook-Garcia,2024-03-02,1671407785,Online Transfer,5080631086968
165799.43,Eight model morning employee wind concern herself help strategy strong system kind stuff staff.,SWIFT,GBP,Corporate,Usually training some.,0.6,58.99,2610505000161,"Welch, Rojas and Holt",2024-02-12,4502922220,Online Transfer,4844391044018
154530.73,Foot talk recently response box suddenly bad citizen practice agree walk large source.,RTGS,EUR,Retail,She suggest statement save door process.,0.52,25.3,2705357336295,"Mcdaniel, Gallagher and Rodriguez",2024-04-17,9335030423,Cash,7214421926154
160010.5,Collection air begin day claim music movement chair practice mean some political police.,SWIFT,GBP,Corporate,Security certain month.,1.03,84.4,3482510464103,Marshall-Baker,2024-07-09,7495115061,Credit,9295385576605
135655.74,Require write cause politics to kid visit focus painting.,SWIFT,EUR,Retail,Task star side.,1.1,54.03,7805199588266,Parsons PLC,2024-06-21,6907558217,Online Transfer,9381468299191
39659.55,New will news card action check late.,ACH,USD,Corporate,Think new challenge behavior.,0.95,60.29,8323171283161,Hopkins Inc,2024-03-29,6531110913,Cash,3865470699988
12299.66,Her skin can follow pick animal executive gas ask.,SWIFT,USD,Corporate,If within debate somebody purpose service.,0.77,60.88,8905724618554,"Hansen, Smith and Mcdonald",2024-04-19,2428708471,Online Transfer,8756623184898
135694.31,Important almost usually face can recognize travel certain.,RTGS,USD,Retail,Agent something describe vote follow.,0.82,12.44,2759877055931,Smith-Hawkins,2024-03-30,9011544144,Credit,1857716925846
130523.12,Center performance sister more financial her good hand task air matter top head its.,SWIFT,GBP,Corporate,Beat matter agent.,1.26,24.32,2171258799230,Johns-Wilson,2024-07-04,3699539916,Credit,7616524797607
36534.14,Concern area pattern full service knowledge.,SWIFT,USD,Corporate,Structure kid beautiful.,0.65,63.53,2308740588090,Schneider-Douglas,2024-06-30,5808129487,Cash,3589252601303
25762.22,Church agent up effect American machine off provide.,RTGS,GBP,Corporate,Some local on media business.,0.76,22.77,2370456266776,Mcintyre-Dixon,2024-03-28,4618705490,Cash,2961687909518
156377.29,Ground thank trip science city under effect must provide.,ACH,USD,Corporate,Community north drug consider.,0.82,18.09,5006339030762,Jackson-Ortiz,2024-05-11,3575389052,Credit,7717281094026
41836.42,Music conference often wall course address prepare left result sign over first.,RTGS,USD,Retail,Outside make center.,1.48,97.45,7205346759701,Hernandez and Sons,2024-06-26,3008093858,Credit,6756176463615
144929.71,Take tend away good last together.,SWIFT,USD,Corporate,Nor explain stage.,0.56,54.42,5279012765376,Roman-Cardenas,2024-01-10,4265808432,Cash,9389553225716
182058.2,Appear sort our possible turn peace wait difference.,SWIFT,GBP,Corporate,Sign available create have magazine.,1.05,82.53,2856302852410,Woods-Bridges,2024-06-09,9709210159,Online Transfer,5503683943853
106546.62,Plant conference truth throw need civil above maybe rather activity capital learn various.,RTGS,USD,Retail,Agree over her.,0.92,57.03,5003157406024,Mahoney LLC,2024-02-13,1727856043,Credit,9138109084593
116776.09,Between senior painting mention in dream I daughter involve environmental dinner.,RTGS,EUR,Retail,Together radio common.,1.01,47.79,2173217640771,Rhodes-Caldwell,2024-01-09,3218199771,Cash,3162229893819
198314.99,Whole same might give benefit describe network important get deep rate coach.,RTGS,GBP,Corporate,Standard budget role half win.,1.28,47.57,2981870827184,Garcia-Chambers,2024-05-01,8671990390,Credit,3623193045902
3972.71,Set sort side should music serious decision increase care live pull ago.,RTGS,USD,Corporate,Foreign quite simple feel national surface.,1.31,73.45,3347877451914,Jordan LLC,2024-03-11,3214418155,Online Transfer,2864575709534
57054.92,Item area speak push full leg star source watch account fast raise.,ACH,USD,Retail,Tonight action foreign heavy fund.,0.86,8.14,3052054505970,"Howell, Davis and Ross",2024-03-20,4597716349,Online Transfer,4347614752500
14409.27,Indeed cost hair up son forget evening happen than wide office admit prevent.,SWIFT,USD,Corporate,Statement yourself exist before sure capital.,1.45,39.22,7431170084854,Romero-Rich,2024-04-06,4544645128,Cash,8556792632627
195178.67,Difficult nature improve market even table yeah financial central these task.,ACH,GBP,Corporate,Begin financial risk glass professor television.,0.73,43.01,2336041402280,"Perkins, Brown and Thornton",2024-07-17,1774017699,Credit,9320997827064
188989.11,Particular challenge country break could various why leave.,ACH,GBP,Retail,Peace treatment product partner fish appear.,0.52,23.11,1070847002679,Harris-Lopez,2024-01-26,2029359220,Online Transfer,1698107428700
15170.22,Many event before want purpose positive rule culture bit deep agreement line.,SWIFT,GBP,Retail,Bad be feel security space structure.,0.64,67.37,2408790834746,"Buchanan, Todd and Bush",2024-05-10,7952010783,Cash,8457064916923
142040.65,Myself significant discuss someone life commercial over good.,ACH,EUR,Corporate,Room could writer.,0.73,79.49,9462491259618,Reed-Bowen,2024-07-13,9249625818,Cash,1502995218211
100138.37,Group way not author tonight director four design field travel few suffer within.,ACH,EUR,Retail,Level audience coach reason cause.,0.86,34.8,3119756916221,Johnson and Sons,2024-01-03,9553442179,Credit,6926459706595
68787.22,Important public similar interest end seat.,SWIFT,GBP,Corporate,Parent good short Democrat often.,0.74,75.47,9196433461814,Sullivan-Owens,2024-04-18,6771019284,Credit,9930366182759
150645.13,Area often way five several throw those certain catch trade hard pick price.,SWIFT,GBP,Corporate,Nature walk bar environmental system.,0.79,8.58,6845003071079,"Harris, Good and Williams",2024-05-02,3454748260,Online Transfer,4453786724172
165465.22,Baby simply capital ago street behind.,RTGS,GBP,Retail,Point hotel your fine next wall.,0.73,14.41,4876718828695,Page and Sons,2024-06-21,3988296924,Cash,8222887587733
41562.11,Paper prevent through parent successful loss best phone foot.,SWIFT,EUR,Corporate,Inside memory speak.,0.65,54.23,2772926348194,"Butler, Sanders and Delgado",2024-07-26,2986013542,Online Transfer,8263918222965
117622.87,Page them however sound when media against.,SWIFT,EUR,Corporate,Answer process information.,1.07,21.91,2954624308286,"Griffin, Jackson and Delacruz",2024-06-21,8161434830,Online Transfer,5677087954930
7593.25,Which forward interest official thought authority goal late.,ACH,GBP,Corporate,Throw wall happen or cultural serve.,0.87,39.09,8826444762883,Rodriguez Inc,2024-04-30,1354022047,Online Transfer,8291604010703
18549.87,National room heavy listen employee same red audience.,RTGS,EUR,Retail,Discuss then present drug.,1.34,45.43,2293091914860,"Smith, Adams and Lawrence",2024-06-15,4061574666,Credit,7668152832852
30936.59,Economy mission true respond now arm food long by name.,SWIFT,EUR,Corporate,Cause air strategy fly game along why.,1.5,85.79,9515270414211,"Smith, Hughes and Garcia",2024-06-05,6704082244,Online Transfer,1857404808419
108201.32,Voice left might use fill partner voice per difficult pick.,RTGS,GBP,Corporate,Enter try really.,1.25,22.39,9474009654649,Hoffman-Herrera,2024-02-01,3917806626,Credit,3439729282425
157038.29,Every then response too meeting case local a product star whatever.,RTGS,GBP,Retail,Control list second red such machine.,1.14,54.36,3765472691975,Rodgers-Stafford,2024-07-04,6924707458,Online Transfer,5975764933997
186343.39,Business still everything degree important per wall one.,RTGS,EUR,Retail,Case mouth push away Republican grow.,1.25,86.24,5823164630103,Harris-Davis,2024-03-06,5784872657,Online Transfer,2188690716611
156262.65,Never good especially development Republican house leg by whatever leave year bad church.,RTGS,GBP,Corporate,Resource deal degree.,0.96,92.78,8090566793188,Kelly-Jackson,2024-02-07,7478292701,Cash,1148319073662
165409.62,Scene research high moment piece ever decade.,ACH,GBP,Retail,Big early effort lead need.,1.06,51.42,2243688641640,"Mendez, Ward and Foster",2024-02-13,2132193075,Online Transfer,3907885290536
24326.07,Affect notice couple way later film government strong night.,SWIFT,EUR,Retail,Wall generation teacher yard reach.,1.02,83.88,8222700483474,"Smith, Jones and Smith",2024-04-26,8712488199,Online Transfer,5235376042691
129274.85,Agent success all head response born nation ok prepare somebody beautiful service couple.,ACH,EUR,Retail,Free together protect.,1.15,2.67,9153913952649,Middleton Ltd,2024-01-17,7233290110,Cash,1763358414775
38368.44,Fine still herself exist suffer yeah.,RTGS,GBP,Corporate,Fact southern region choice church.,0.72,89.04,2767882235847,Reyes-Williams,2024-04-29,9041174608,Online Transfer,9087267523176
175531.12,President add crime wait hour him instead rich laugh.,RTGS,EUR,Retail,Catch and foot.,1.33,5.3,1771917146449,Todd LLC,2024-02-12,6407211151,Credit,5179735185594
125870.28,Water wait set color month action magazine also.,ACH,GBP,Retail,Dinner themselves crime friend present save.,1.31,32.34,3963413536211,"Cardenas, Hicks and Lawrence",2024-03-22,5291750403,Credit,9531887958786
31188.23,Trial agency challenge road site study return.,ACH,GBP,Corporate,Wear community high rich you set.,0.95,69.82,6112234876077,Atkins and Sons,2024-05-03,9689326773,Online Transfer,3726975949169
83945.49,Century hit source particularly wall person think exactly.,RTGS,EUR,Corporate,Read region enter.,0.75,97.97,2539117492623,Kennedy Group,2024-07-23,9099192910,Cash,1815203965400
34199.59,Leave score city station report hair water minute behavior available particularly.,ACH,GBP,Retail,Surface nice where ground wait stock.,1.43,64.86,3890013291503,Lopez-Estrada,2024-03-06,9230108086,Credit,6631852141754
53088.34,Model treat town responsibility most write move.,RTGS,USD,Corporate,Option mother help true.,1.4,99.64,3363378109563,Jefferson-Williams,2024-05-03,3232156521,Online Transfer,3410074874511
123947.29,Amount recently relationship seat little fish process.,SWIFT,GBP,Corporate,Together talk investment.,0.56,97.37,2260908159806,Hall-Taylor,2024-07-22,1406908765,Online Transfer,4792466911456
48327.72,Realize though maybe man leader whether.,SWIFT,EUR,Retail,Its including religious.,0.84,80.19,3047909833750,Holmes-Dawson,2024-02-16,4556965156,Cash,4021155228647
